metric,i,rtt_ms
ack,1358,0.4467
ack,1359,0.2358
ack,1360,0.2680
ack,1361,0.2571
ack,1362,0.2392
ack,1363,0.2355
ack,1364,0.2302
ack,1365,0.2551
ack,1366,0.2499
ack,1367,0.2170
ack,1368,0.2379
ack,1369,0.2439
ack,1370,0.2712
ack,1371,0.2794
ack,1372,0.2632
ack,1373,0.2368
ack,1374,0.2324
ack,1375,0.2371
ack,1376,0.2357
ack,1377,0.3124
ack,1378,0.2722
ack,1379,0.2666
ack,1380,0.2725
ack,1381,0.2415
ack,1382,0.2564
ack,1383,0.2685
ack,1384,0.2267
ack,1385,0.2329
ack,1386,0.2551
ack,1387,0.2152
ack,1388,0.2314
ack,1389,0.2666
ack,1390,0.2228
ack,1391,0.2784
ack,1392,0.2180
ack,1393,0.2298
ack,1394,0.2506
ack,1395,0.2175
ack,1396,0.2564
ack,1397,0.2725
ack,1398,0.2457
ack,1399,0.2544
ack,1400,0.2346
ack,1401,0.2295
ack,1402,0.2532
ack,1403,0.2239
ack,1404,0.2457
ack,1405,0.2345
ack,1406,0.2485
ack,1407,0.2663
ack,1408,0.2306
ack,1409,0.2450
ack,1410,0.2434
ack,1411,0.2533
ack,1412,0.2174
ack,1413,0.2332
ack,1414,0.2648
ack,1415,0.2397
ack,1416,0.2467
ack,1417,0.2651
ack,1418,0.2609
ack,1419,0.2872
ack,1420,0.2457
ack,1421,0.2686
ack,1422,0.2779
ack,1423,0.2344
ack,1424,0.2387
ack,1425,0.2655
ack,1426,0.2704
ack,1427,0.2486
ack,1428,0.2163
ack,1429,0.2220
ack,1430,0.2138
ack,1431,0.2185
ack,1432,0.2137
ack,1433,0.2184
ack,1434,0.2101
ack,1435,0.2236
ack,1436,0.2113
ack,1437,0.2184
ack,1438,0.2206
ack,1439,0.2082
ack,1440,0.2125
ack,1441,0.2329
ack,1442,0.2359
ack,1443,0.3493
ack,1444,0.2432
ack,1445,0.2375
ack,1446,0.2433
ack,1447,0.2592
ack,1448,0.2123
ack,1449,0.2359
ack,1450,0.2315
ack,1451,0.2264
ack,1452,0.2557
ack,1453,0.2149
ack,1454,0.2217
ack,1455,0.2093
ack,1456,0.2245
ack,1457,0.2292
ack,1458,0.2230
ack,1459,0.2251
ack,1460,0.2296
ack,1461,0.2168
ack,1462,0.2420
ack,1463,0.2415
ack,1464,0.4974
ack,1465,0.2055
ack,1466,0.2546
ack,1467,0.2467
ack,1468,0.2278
ack,1469,0.2298
ack,1470,0.2429
ack,1471,0.2492
ack,1472,0.2178
ack,1473,0.2156
ack,1474,0.2338
ack,1475,0.2168
ack,1476,0.3134
ack,1477,0.2498
ack,1478,0.2322
ack,1479,0.2515
ack,1480,0.2159
ack,1481,0.2113
ack,1482,0.2163
ack,1483,0.2372
ack,1484,0.2275
ack,1485,0.2309
ack,1486,0.2180
ack,1487,0.2225
ack,1488,0.2260
ack,1489,0.2170
ack,1490,0.2150
ack,1491,0.2166
ack,1492,0.2099
ack,1493,0.2024
ack,1494,0.2260
ack,1495,0.2288
ack,1496,0.2265
ack,1497,0.2485
ack,1498,0.2406
ack,1499,0.2177
ack,1500,0.2860
ack,1501,0.2283
ack,1502,0.2377
ack,1503,0.2064
ack,1504,0.2119
ack,1505,0.2247
ack,1506,0.2269
ack,1507,0.2241
ack,1508,0.2174
ack,1509,0.2242
ack,1510,0.2095
ack,1511,0.2183
ack,1512,0.2172
ack,1513,0.2250
ack,1514,0.2090
ack,1515,0.2214
ack,1516,0.2772
ack,1517,0.2266
ack,1518,0.2245
ack,1519,0.2380
ack,1520,0.2467
ack,1521,0.2322
ack,1522,0.2167
ack,1523,0.2490
ack,1524,0.2485
ack,1525,0.2257
ack,1526,0.2168
ack,1527,0.2091
ack,1528,0.2283
ack,1529,0.2439
ack,1530,0.2379
ack,1531,0.2123
ack,1532,0.2178
ack,1533,0.2133
ack,1534,0.2259
ack,1535,0.2220
ack,1536,0.2596
ack,1537,0.2490
ack,1538,0.2212
ack,1539,0.2691
ack,1540,0.3248
ack,1541,0.2522
ack,1542,0.2564
ack,1543,0.2323
ack,1544,0.2655
ack,1545,0.2673
ack,1546,0.2383
ack,1547,0.2380
ack,1548,0.2677
ack,1549,0.3070
ack,1550,0.2540
ack,1551,0.2714
ack,1552,0.2274
ack,1553,0.2415
ack,1554,0.2442
ack,1555,0.2518
ack,1556,0.2505
ack,1557,0.2295
ack,1558,0.2625
ack,1559,0.2699
ack,1560,0.2225
ack,1561,0.2503
ack,1562,0.2568
ack,1563,0.2790
ack,1564,0.2665
ack,1565,0.2863
ack,1566,0.2656
ack,1567,0.2600
ack,1568,0.2703
ack,1569,0.2256
ack,1570,0.2633
ack,1571,0.2299
ack,1572,0.2604
ack,1573,0.2563
ack,1574,0.2529
ack,1575,0.3402
ack,1576,0.2820
ack,1577,0.2263
ack,1578,0.2519
ack,1579,0.2827
ack,1580,0.2340
ack,1581,0.2375
ack,1582,0.2367
ack,1583,0.2394
ack,1584,0.2425
ack,1585,0.2281
ack,1586,0.2503
ack,1587,0.2780
ack,1588,0.2314
ack,1589,0.2684
ack,1590,0.2713
ack,1591,0.2401
ack,1592,0.2467
ack,1593,0.2336
ack,1594,0.2397
ack,1595,0.2316
ack,1596,0.2383
ack,1597,0.2485
ack,1598,0.2467
ack,1599,0.2832
ack,1600,0.2272
ack,1601,0.2379
ack,1602,0.2452
ack,1603,0.3271
ack,1604,0.2693
ack,1605,0.2418
ack,1606,0.2392
ack,1607,0.2406
ack,1608,0.2364
ack,1609,0.2234
ack,1610,0.2038
ack,1611,0.2264
ack,1612,0.2180
ack,1613,0.2563
ack,1614,0.2343
ack,1615,0.2309
ack,1616,0.2531
ack,1617,0.2056
ack,1618,0.2105
ack,1619,0.2831
ack,1620,0.3082
ack,1621,0.2873
ack,1622,0.2856
ack,1623,0.2930
ack,1624,0.3853
ack,1625,0.2458
ack,1626,0.2370
ack,1627,0.2423
ack,1628,0.2148
ack,1629,0.2225
ack,1630,0.2108
ack,1631,0.2325
ack,1632,0.2168
ack,1633,0.2184
ack,1634,0.2401
ack,1635,0.2045
ack,1636,0.3607
ack,1637,0.2585
ack,1638,0.2116
ack,1639,0.2091
ack,1640,0.2600
ack,1641,0.2377
ack,1642,0.2374
ack,1643,0.2118
ack,1644,0.2265
ack,1645,0.2063
ack,1646,0.2510
ack,1647,0.2334
ack,1648,0.2236
ack,1649,0.2048
ack,1650,0.2215
ack,1651,0.2153
ack,1652,0.2230
ack,1653,0.2180
ack,1654,0.2239
ack,1655,0.2093
ack,1656,0.2136
ack,1657,0.2109
ack,1658,0.2257
ack,1659,0.2076
ack,1660,0.2403
ack,1661,0.2375
ack,1662,0.2379
ack,1663,0.2098
ack,1664,0.2234
ack,1665,0.2131
ack,1666,0.2105
ack,1667,0.2205
ack,1668,0.2049
ack,1669,0.2551
ack,1670,0.2401
ack,1671,0.2330
ack,1672,0.2452
ack,1673,0.2176
ack,1674,0.4725
ack,1675,0.2853
ack,1676,0.2615
ack,1677,0.2604
ack,1678,0.2301
ack,1679,0.2573
ack,1680,0.2733
ack,1681,0.2317
ack,1682,0.2301
ack,1683,0.2272
ack,1684,0.2037
ack,1685,0.2169
ack,1686,0.2494
ack,1687,0.2086
ack,1688,0.2081
ack,1689,0.2221
ack,1690,0.2187
ack,1691,0.2304
ack,1692,0.2056
ack,1693,0.2354
ack,1694,0.2032
ack,1695,0.2160
ack,1696,0.2220
ack,1697,0.2341
ack,1698,0.2067
ack,1699,0.2291
ack,1700,0.2210
ack,1701,0.2041
ack,1702,0.2198
ack,1703,0.2112
ack,1704,0.2394
ack,1705,0.2236
ack,1706,0.2205
ack,1707,0.2126
ack,1708,0.2123
ack,1709,0.2250
ack,1710,0.2470
ack,1711,0.2324
ack,1712,0.2178
ack,1713,0.2179
ack,1714,0.2142
ack,1715,0.2368
ack,1716,0.2198
ack,1717,0.2093
ack,1718,0.2230
ack,1719,0.2166
ack,1720,0.2217
ack,1721,0.2055
ack,1722,0.2498
ack,1723,0.2247
ack,1724,0.2122
ack,1725,0.2441
ack,1726,0.2180
ack,1727,0.2049
ack,1728,0.2188
ack,1729,0.2193
ack,1730,0.2372
ack,1731,0.1996
ack,1732,0.2135
ack,1733,0.3432
ack,1734,0.2243
ack,1735,0.2410
ack,1736,0.2103
ack,1737,0.2247
ack,1738,0.1997
ack,1739,0.2576
ack,1740,0.2289
ack,1741,0.2306
ack,1742,0.2099
ack,1743,0.2995
ack,1744,0.2726
ack,1745,0.2278
ack,1746,0.2895
ack,1747,0.2261
ack,1748,0.2054
ack,1749,0.2350
ack,1750,0.2111
ack,1751,0.2212
ack,1752,0.2092
ack,1753,0.2164
ack,1754,0.2434
ack,1755,0.2214
ack,1756,0.2152
ack,1757,0.2540
ack,1758,0.2447
ack,1759,0.2190
ack,1760,0.2384
ack,1761,0.2043
ack,1762,0.2283
ack,1763,0.2418
ack,1764,0.2460
ack,1765,0.1997
ack,1766,0.2262
ack,1767,0.2384
ack,1768,0.2263
ack,1769,0.2302
ack,1770,0.2202
ack,1771,0.2113
ack,1772,0.2141
ack,1773,0.2441
ack,1774,0.3091
ack,1775,0.2475
ack,1776,0.2451
ack,1777,0.2779
ack,1778,0.2463
ack,1779,0.2833
ack,1780,0.2745
ack,1781,0.2293
ack,1782,0.2491
ack,1783,0.2818
ack,1784,0.2412
ack,1785,0.2486
ack,1786,0.3104
ack,1787,0.2214
ack,1788,0.2409
ack,1789,0.2462
ack,1790,0.2516
ack,1791,0.2647
ack,1792,0.2471
ack,1793,0.2341
ack,1794,0.2670
ack,1795,0.2475
ack,1796,0.2517
ack,1797,0.2772
ack,1798,0.2351
ack,1799,0.2508
ack,1800,0.2642
ack,1801,0.2352
ack,1802,0.2354
ack,1803,0.2498
ack,1804,0.2513
ack,1805,0.2339
ack,1806,0.2417
ack,1807,0.2768
ack,1808,0.2497
ack,1809,0.2435
ack,1810,0.2453
ack,1811,0.2530
ack,1812,0.2281
ack,1813,0.2643
ack,1814,0.2890
ack,1815,0.2369
ack,1816,0.2500
ack,1817,0.2408
ack,1818,0.2310
ack,1819,0.2448
ack,1820,0.2270
ack,1821,0.2840
ack,1822,0.2557
ack,1823,0.2273
ack,1824,0.2540
ack,1825,0.2485
ack,1826,0.2364
ack,1827,0.2643
ack,1828,0.2684
ack,1829,0.2297
ack,1830,0.3548
ack,1831,0.2498
ack,1832,0.2240
ack,1833,0.2197
ack,1834,0.2555
ack,1835,0.2435
ack,1836,0.2162
ack,1837,0.2078
ack,1838,0.2265
ack,1839,0.2279
ack,1840,0.2424
ack,1841,0.2328
ack,1842,0.2151
ack,1843,0.2137
ack,1844,0.2233
ack,1845,0.2176
ack,1846,0.2255
ack,1847,0.2144
ack,1848,0.2204
ack,1849,0.2196
ack,1850,0.2226
ack,1851,0.2105
ack,1852,0.2170
ack,1853,0.2269
ack,1854,0.2385
ack,1855,0.2144
ack,1856,0.2442
ack,1857,0.2277
ack,1858,0.2318
ack,1859,0.2452
ack,1860,0.2425
ack,1861,0.2187
ack,1862,0.2189
ack,1863,0.2264
ack,1864,0.2201
ack,1865,0.2299
ack,1866,0.2053
ack,1867,0.2238
ack,1868,0.2343
ack,1869,0.2409
ack,1870,0.2416
ack,1871,0.2244
ack,1872,0.2509
ack,1873,0.2970
ack,1874,0.2253
ack,1875,0.2479
ack,1876,0.2220
ack,1877,0.2272
ack,1878,0.2454
ack,1879,0.2659
ack,1880,0.2330
ack,1881,0.2317
ack,1882,0.2110
ack,1883,0.2250
ack,1884,0.2684
ack,1885,0.2520
ack,1886,0.2324
ack,1887,0.2177
ack,1888,0.2302
ack,1889,0.2194
ack,1890,0.2196
ack,1891,0.2039
ack,1892,0.2284
ack,1893,0.2203
ack,1894,0.2270
ack,1895,0.2168
ack,1896,0.2255
ack,1897,0.2110
ack,1898,0.2269
ack,1899,0.2086
ack,1900,0.2240
ack,1901,0.2185
ack,1902,0.2240
ack,1903,0.2312
ack,1904,0.2405
ack,1905,0.2482
ack,1906,0.2210
ack,1907,0.2078
ack,1908,0.2099
ack,1909,0.2164
ack,1910,0.2255
ack,1911,0.2418
ack,1912,0.2305
ack,1913,0.2293
ack,1914,0.2273
ack,1915,0.2200
ack,1916,0.2489
ack,1917,0.2305
ack,1918,0.2468
ack,1919,0.2178
ack,1920,0.2029
ack,1921,0.2183
ack,1922,0.2301
ack,1923,0.2236
ack,1924,0.2212
ack,1925,0.2305
ack,1926,0.2146
ack,1927,0.3271
ack,1928,0.2293
ack,1929,0.3382
ack,1930,0.2284
ack,1931,0.2520
ack,1932,0.2151
ack,1933,0.2291
ack,1934,0.2136
ack,1935,0.2313
ack,1936,0.2461
ack,1937,0.2352
ack,1938,0.2316
ack,1939,0.2365
ack,1940,0.2105
ack,1941,0.2269
ack,1942,0.2251
ack,1943,0.2269
ack,1944,0.2149
ack,1945,0.2268
ack,1946,0.2123
ack,1947,0.2157
ack,1948,0.2128
ack,1949,0.2166
ack,1950,0.2201
ack,1951,0.2492
ack,1952,0.2371
ack,1953,0.2469
ack,1954,0.2298
ack,1955,0.2089
ack,1956,0.2267
ack,1957,0.2159
ack,1958,0.2500
ack,1959,0.2412
ack,1960,0.3051
ack,1961,0.2661
ack,1962,0.2426
ack,1963,0.2414
ack,1964,0.2289
ack,1965,0.2094
ack,1966,0.2275
ack,1967,0.2051
ack,1968,0.2294
ack,1969,0.2170
ack,1970,0.2267
ack,1971,0.2239
ack,1972,0.3034
ack,1973,0.2313
ack,1974,0.2596
ack,1975,0.2308
ack,1976,0.2251
ack,1977,0.2132
ack,1978,0.2283
ack,1979,0.2335
ack,1980,0.2241
ack,1981,0.2238
ack,1982,0.2236
ack,1983,0.2187
ack,1984,0.2226
ack,1985,0.2173
ack,1986,0.2311
ack,1987,0.2324
ack,1988,0.2221
ack,1989,0.2019
ack,1990,0.2147
ack,1991,0.2325
ack,1992,0.2123
ack,1993,0.2319
ack,1994,0.2138
ack,1995,0.2177
ack,1996,0.2160
ack,1997,0.2249
ack,1998,0.2138
ack,1999,0.2284
